,,,,,,,1 Month 4/1/2024 thru 4/30/2024,1 Month 5/1/2024 thru 5/31/2024,1 Month 6/1/2024 thru 6/30/2024,1 Month 7/1/2024 thru 7/31/2024,1 Month 8/1/2024 thru 8/31/2024,1 Month 9/1/2024 thru 9/30/2024,1 Month 10/1/2024 thru 10/31/2024,1 Month 11/1/2024 thru 11/30/2024,1 Month 12/1/2024 thru 12/31/2024,1 Month 1/1/2025 thru 1/31/2025,1 Month 2/1/2025 thru 2/28/2025,1 Month 3/1/2025 thru 3/31/2025,12 Months 4/1/2024 thru 3/31/2025,Diff,,,,,,,,,,,,,,,,
Classes of Trade,OnOff Premises,Retail Accounts,Address,City,State,Zip Code,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,9L,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,WOLLASTON WINE CO,54 BEALE ST,WOLLASTON,MA,02170,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Hiawassee Package Inc,405 Brett Way,Hiawassee,GA,30546,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Stateline Liquor,52 Highway 41,Ringgold,GA,30736,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Whitlock Package Store,940 Whitlock Ave NW,Marietta,GA,30064,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Hill Top Beverage,12 Hefner St Ste 103,East Ellijay,GA,30540,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Toco Giant Package,2941 N Druid Hills Rd NE  Ste A,Atlanta,GA,30329,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SPEC S 150 WINE MAIN,9500 N CENT EXPRESSWAY STE 200,DALLAS,TX,75231,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,RIVERWALK WINE & SPIRITS,34295 HWY 6 UNITS C-1A & C-1B,EDWARDS,CO,81632,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Johnnie Ganem Package Shop,501 Habersham St,Savannah,GA,31401,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SPEC S 062 WINE MAIN,10515 N MOPAC BUILDING K,AUSTIN,TX,78735,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Athens Hwy Package,898 W Ridge Rd,Gainesville,GA,30501,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,ANGIE S WINES & SPIRITS,329 MAMARONECK AVE,MAMARONECK,NY,10543,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Island Spirit,444 Johnny Mercer Blvd,Savannah,GA,31410,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,CHOICE LIQUORS,680 WAPITI COURT,RIFLE,CO,81650,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,World Beverage (Cumming),6190 GA Highway 400,Cumming,GA,30028,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Royal Package,5464 Lawrenceville  NW Hwy 29,Lilburn,GA,30047,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LUKES LIQUORS,3 WASHINGTON ST,CANTON,MA,02021,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LIQUOR TOWN,506 GRANBY RD,S HADLEY,MA,01075,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,A&M Beverage Company,437 Lewiston Rd Ste 6,Grovetown,GA,30813,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,BASSER S FINE WINE INC (ON),6240 CORAL RIDGE DR,CORAL SPRINGS,FL,33076,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Two Guys Beverage & Tobacco NEW,100 Rudell Rd,Vidalia,GA,30474,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,BEACON HILL WINE & SPIRITS,63 CHARLES ST,BOSTON,MA,02114,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SIX CORNERS,166 MILL RD,WESTHAMPTON BEACH,NY,11978,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,TOP SHELF WINE & SPIRITS,6415 S FORT APACHE RD STE 100,LAS VEGAS,NV,89148,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,ANTHONY S BEER & WINE,531 LINCOLN ST,MARLBORO,MA,01752,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,NORTH GEORGIA LIQUOR INC,200 E LOUISE ST,Clarkesville,GA,30523,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Jax Superstore,2438 Hancock Dr,Buford,GA,30190,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,QUENCH LIQUORS INC,217 WAVERLY AVE,PATCHOGUE,NY,11772,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LEE S LIQUOR #3 LAKE MEAD,7411 W LAKE MEAD BLVD,LAS VEGAS,NV,89128,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LEE S LIQUOR 106 LV BLVD,9110 LAS VEGAS BLVD,LAS VEGAS,NV,89123,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LEE S LIQUOR #7 W FLAMINGO,9355 W FLAMINGO RD,LAS VEGAS,NV,89147,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LEE S LIQUOR #2 RANCHO,4421 N RANCHO DR,LAS VEGAS,NV,89130,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,ROCKVILLE CENTRE WINE & SPIRIT,218 N LONG BEACH RD,ROCKVILLE CENTRE,NY,11570,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LEE S LIQUOR #1 SUNSET,4427 E SUNSET RD,HENDERSON,NV,89014,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,RIVERSIDE LIQUORS INC.,2728 BROADWAY,NEW YORK,NY,10025,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SUNNY S WINE & SPIRITS,161 3RD AVE,NEW YORK,NY,10003,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,STONEFIELD LIQUOR,3503 S SAM HOUSTON PKWY E STE 100,HOUSTON,TX,77047,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Golden Package,10707 Commerce St,Summerville,GA,30747,0,0,0,1,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,RICKY LIQUOR STORE,7818 WOODSIDE AVE,ELMHURST,NY,11373,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LITTLE DAISY LIQUOR,401 US HIGHWAY 24 NORTH,BUENA VISTA,CO,81211,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,WEST VIEW BOTTLE APOSTLE,14055 GOLDENWEST ST,WESTMINSTER,CA,92683,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,CAMBRIDGE SPIRITS,250 KENDALL ST,CAMBRIDGE,MA,02142,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,7 WINE 6 INC,912 ELMWOOD AVE,BUFFALO,NY,14222,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,VAL S LIQUORS,1531 3RD ST,NAPA,CA,94559,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,KENT CELLARS FINE WINE,3475 S UNIVERSITY BLVD,ENGLEWOOD,CO,80113,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,GREAT AMERICAN CRAFT SPIRITS,29911 AVENTURA #E,RCHO STA MARG,CA,92688,0,1,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Rockhouse Beverage,122 RockhouseRoad,Senoia,GA,30276,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,QUALITY MART,21 MASS AVE,BOSTON,MA,02115,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Valkyria Group LLC,6035 Peachtree Rd Ste 106,Doraville,GA,30360,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,ABC Warehouse,1100 Eisenhower DR,Savannah,GA,31406,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,STAR LIQUORS IV,10650 FOREST HILL BLVD,WELLINGTON,FL,33414,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Wilshire Liquor Beer & Wine,1200 Highway 74 S Ste 8,Peachtree City,GA,30269,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,BARRELS & STILLS WINES SPIRITS,685 WALT WHITMAN RD,MELVILLE,NY,11747,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,HUDSON WINE & SPIRITS INC,165 HUDSON ST,NEW YORK,NY,10013,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LEE S LIQUOR #115 FLAMBOW,4230 S RAINBOW BLVD,LAS VEGAS,NV,89103,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,HAMPTON BAYS WINE AND SPIRITS,46 E. MONTAUK HIGHWAY,HAMPTON BAYS,NY,11946,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Brandon s Package Store,101 Petrol Pt,Peachtree City,GA,30269,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Sigman Bottle Shop,439 Sigman Rd NW  Ste A,Conyers,GA,30012,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Riverwood Wine & Spirits,5118 Washington Rd,Evans,GA,30809,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LEE S LIQUOR #10 WARM SPRINGS,8785 W WARM SPRINGS RD,LAS VEGAS,NV,89148,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,AAA DISCOUNT LIQUORS OUTLET,2175 60TH AVE EAST,ELLENTON,FL,34222,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,MAYFAIR LIQUORS,1385 KRAMERIA ST,DENVER,CO,80220,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,RHINO LIQUORS,6820 CO-82,GLENWOOD SPRINGS,CO,81601,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,HOVER CROSSING WINE & SPIRITS,1844 HOVER ST UNIT E,LONGMONT,CO,80501,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LIQUOR PARK,2001 COIT ROAD SUITE 307,PLANO,TX,75075,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,172 BARGAIN LIQUORS,172 SUNRISE HWY.,ROCKVILLE CENTRE,NY,11570,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LEE S LIQUOR #14 BOULDER,1388 S BOULDER HWY,HENDERSON,NV,89015,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Hwy 5 Beverage Center,9079 Hwy 5,Douglasville,GA,30134,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,VILLAGE WAREHOUSE WINES,0101 FAWCETT RD,AVON,CO,81620,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Broughton Street Liquor,14 E Broughton St,Savannah,GA,31401,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,MARSHFIELD BLANCHARDS INC,700 PLAIN ST,MARSHFIELD,MA,02050,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,TUSTIN WINE SPIRITS,14211 REDHILL AVE,TUSTIN,CA,92780,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LEE S LIQUOR #9 MESQUITE,670 W PIONEER BLVD,MESQUITE,NV,89027,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SAKEONE,820 ELM STREET,FOREST GROVE,OR,97116,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,THE LIQUOR STORE,7715 DUBLIN BOULEVARD #140,COLORADO SPRINGS,CO,80923,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,NEW GOLDEN WINE & LIQUOR,41-08 BELL BLVD,BAYSIDE,NY,11361,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,K & L WINE MERCHANTS,1400-1408 VINE ST,LOS ANGELES,CA,90028,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,FLASK HP,5900 N FIGUEROA ST,LOS ANGELES,CA,90042,0,0,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,WINE & LIQUOR DEPOT,207 ISLIP AVE,ISLIP,NY,11751,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,HAPPY S MARKET & SPIRITS,807 N AVENUE 50 #11,LOS ANGELES,CA,90042,0,0,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,RED MOUNTAIN LIQUOR,81 GILLASPEY AVE,CRESTED BUTTE,CO,81224,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,ABC Package,2303 W Broad St,Athens,GA,30606,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,7 DAYS LIQUOR,1700 VICTORY BL,GLENDALE,CA,91201,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,CANTINA LIQUORS,8310 6TH ST,WELLINGTON,CO,80549,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,CENTRAL LIQUOR,178 ORANGE AV,CORONADO,CA,92118,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SUMMERLAND WINES & SPIRITS,24816 OVERSEAS HWY,SUMMERLAND KEY,FL,33042,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,HIGH MOUNTAIN LIQUOR,901 N MAIN STREET,GUNNISON,CO,81230,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,DIMENSION LIQUOR,20761 LAKE FOREST #J,LAKE FOREST,CA,92630,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,DIVINO,1240 S BROADWAY,DENVER,CO,80210,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,GULF DISCOUNT LIQUORS,1535 MADRUGA ST,CORAL GABLES,FL,33146,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LITTLES LIQUORS INC,2390 S DOWNING STREET,DENVER,CO,80210,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,WINE BANK,363 5TH AV,SAN DIEGO,CA,92101,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,BOYNTON WINE & SPIRITS,1550 N FEDERAL HWY,BOYNTON BEACH,FL,33435,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,The Bottleshop,101 Southern Way,Columbus,GA,31904,0,0,0,0,0,0,0,0,0,0,2,-1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,DE LUCA S MARKET INC,11 CHARLES ST,BOSTON,MA,02114,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,SPRINGS LIQUOR OUTLET,6010 NORTH CAREFREE CIRCLE,COLORADO SPRINGS,CO,80922,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Five Points Bottle Shop,1655 Lumpkin St,Athens,GA,30606,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,CORKED,1520 AVIATION BL,REDONDO BEACH,CA,90278,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LIQUOR WORLD,235 OLD CONNECTICUT PATH,FRAMINGHAM,MA,01701,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,DANNY S WINE AND SPIRITS,474 BOSTON POST ROAD,SUDBURY,MA,01776,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,VILLAGE LIQUOR,2905 HONOLULU AV,LA CRESCENTA,CA,91214,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,DUXBURY WINE & SPIRITS,1-1A WASHINGTON PO 1654,DUXBURY,MA,02332,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,The Big Chill,1210 Thompson Bridge Rd Unit D1,Gainesville,GA,30501,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Loganville Package Store,3967 Atlanta Highway,Loganville,GA,30052,0,0,0,0,0,0,1,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,RESERVE WINE & SPIRIT,1915 W LEAGUE CITY PKWY STE 180,LEAGUE CITY,TX,77573,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,RJ S WINE & SPIRITS,4321 CORBETT DRIVE SUITE 100,FORT COLLINS,CO,80528,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LEE S LIQUOR #20 HORIZON RIDGE,1450 W HORIZON RIDGE PKWY -415,HENDERSON,NV,89012,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,DELUCA S MARKET,239 NEWBURY ST,BOSTON,MA,02116,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,PINYON TREE LIQUORS,321 E MAIN ST 3 AND 4,RANGELY,CO,81648,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,BOONE S WINE & SPIRITS,65 MARKET STREET UNITS 2-7,EAGLE,CO,81631,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,POTTER LIQUOR,412 N FRIENDSWOOD DRIVE,FRIENDSWOOD,TX,77546,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LUCKY ME LIQUOR 2,2648 PATTERSON RD STE A B C,GRAND JUNCTION,CO,81506,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,MOUNTAIN CELLARS,8290 RAZORBACK ROAD,COLORADO SPRINGS,CO,80922,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Everest Spirits & Wine Warehouse,135 Ernest W Barrett Pkwy,Marietta,GA,30066,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Wine & Spirits at Windsor,464 Windsor St SW Ste 105,Atlanta,GA,30312,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,LEE S LIQUOR #21 EL CAPITAN,7752 N EL CAPITAN WAY,LAS VEGAS,NV,89143,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,PINEY WINE & SPIRITS,26289 HIGHWAY 74,KITTREDGE,CO,80457,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Rox Wine & Spirits (Cumming),910 Peachtree Pkwy,Cumming,GA,30041,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Liquor Empire,1014 US Hwy 80 E,Pooler,GA,31322,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Charlie s 2 Beer Wine Spirits,5080 Bells Ferry Rd.,Acworth,GA,30102,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Hills Package Store,2055 N Druid Hills Rd Ne Ste B,Atlanta,GA,30329,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Beverage City 2,5370 Highway 92  Ste 140,Fairburn,GA,30213,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Beer & Wine Package Store,5039 Buford Hwy,Atlanta,GA,30341,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Cork And Keg,6750 Highway 53  Ste 101,Braselton,GA,30517,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Rome Liquor & Tobacco,600 E 2nd Ave SW,Rome,GA,30161,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,The Winery 2,2101 Savoy Dr.,Chamblee,GA,30341,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,BELLEVIEW WINE AND SPIRITS,7795 E BELLEVIEW AVE UNIT 3,DENVER,CO,80237,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,
LIQUOR/PACKAGE STORE,OFF,Sol s Liquor,186 Courtland St NE,Atlanta,GA,30303,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,
